user_id,display_name,reputation,gold_badges,silver_badges,bronze_badges,days_since_last_access,kmeans_cluster,kmeans_level,quality_score
326518,Jeff,36753,16,117,236,706,0,Weak,0.034942148
20270,Hasturkun,36752,6,78,109,65,0,Weak,0.008753245
2732801,Daniel,36750,3,38,73,18,0,Weak,0.004956457
6682,Atif Aziz,36748,18,67,74,10,0,Weak,0.00869856
834045,Kousha,36747,60,191,320,14,0,Weak,0.026141852
409744,Mario,36737,5,70,87,14,0,Weak,0.006262054
886887,Harry Johnston,36736,7,75,170,32,0,Weak,0.009165317
839957,miriamsimone,36723,12,97,121,53,0,Weak,0.010373649
3767239,a_guest,36719,15,75,137,126,0,Weak,0.013235822
211659,Šimon T&#243;th,36717,21,117,154,544,0,Weak,0.02914477
7469,Evan Davis,36712,7,53,58,526,0,Weak,0.022012267
1076463,Robin,36711,5,51,103,245,0,Weak,0.013543254
146656,Meligy,36702,11,90,114,8,0,Weak,0.008415083
5696,John Calsbeek,36697,8,98,101,1913,2,Average,0.068258381
648265,ivan_pozdeev,36679,19,115,165,6,0,Weak,0.011765033
1778465,Get Off My Lawn,36679,47,203,382,19,0,Weak,0.024971667
5963,Greg Rogers,36677,17,70,94,364,0,Weak,0.020223038
482506,Calvin Cheng,36674,40,121,171,495,0,Weak,0.032275378
22147,Gordon Childs,36672,5,95,182,5,0,Weak,0.008537516
719263,Jean-Baptiste Yun&#232;s,36669,4,51,76,6,0,Weak,0.005130989
101662,Oliver,36663,12,72,80,95,0,Weak,0.0102872
59279,Joonas Pulakka,36657,29,109,171,18,0,Weak,0.014377974
1576602,Andrzej Pronobis,36656,18,83,92,646,0,Weak,0.029654187
1870760,Hatted Rooster,36655,7,69,125,667,0,Weak,0.028269352
55637,Jeffrey Hantin,36654,7,79,96,32,0,Weak,0.007656821
161052,JYelton,36646,28,140,196,71,0,Weak,0.017041181
693275,Rob M.,36641,6,56,51,18,0,Weak,0.005528568
2900,Thomas Vander Stichele,36639,14,59,60,386,0,Weak,0.019283538
1499698,pozs,36634,5,61,66,146,0,Weak,0.009805869
285873,David Harkness,36632,11,119,136,144,0,Weak,0.013827885
1746830,Rayon,36629,5,54,78,6,0,Weak,0.005456423
1157814,g.pickardou,36619,47,164,328,91,0,Weak,0.025260635
10068985,Darren Tsai,36610,6,27,58,6,0,Weak,0.004668778
2023392,radtek,36608,13,149,114,123,0,Weak,0.013777655
107004,Henrik P. Hessel,36605,17,83,101,5,0,Weak,0.009218741
235334,TruMan1,36604,65,207,374,243,0,Weak,0.036026904
132257,xpepermint,36603,30,111,169,55,0,Weak,0.015771845
1414,travis,36602,21,74,97,5,0,Weak,0.009833069
43965,DanSingerman,36602,13,84,96,424,0,Weak,0.021572324
1045142,Simon Martinelli,36599,6,62,93,9,0,Weak,0.006264366
12748,ShuggyCoUk,36596,6,83,102,4736,1,Strong,0.157329765
811001,tskuzzy,36596,15,78,145,484,0,Weak,0.024847317
1753005,Jayprakash Dubey,36587,22,177,178,333,0,Weak,0.024440259
1438339,Adam Johns,36583,27,130,183,9,0,Weak,0.014343134
1892060,Ainar-G,36579,14,104,125,5,0,Weak,0.009510033
1097780,Andreas Rossberg,36573,4,66,75,6,0,Weak,0.005419324
6884,Christian Specht,36566,16,132,190,9,0,Weak,0.012075568
1573683,bipen,36559,9,51,62,321,0,Weak,0.015957901
105167,Hick,36548,48,162,253,4302,1,Strong,0.157828245
9819146,Maheer Ali,36544,8,53,83,5,0,Weak,0.006169144
114400,Alistair Evans,36543,7,46,59,477,0,Weak,0.020301325
6524,John Resig,36541,3,32,19,2695,2,Average,0.088830927
30366,Rune Grimstad,36540,10,66,77,120,0,Weak,0.010426187
3245749,TheMadTechnician,36530,3,48,63,5,0,Weak,0.004514451
1169020,Diego,36526,21,94,138,320,0,Weak,0.021154236
3379653,qwerty_so,36526,8,67,93,88,0,Weak,0.009322989
68127,Jacob Gabrielson,36522,15,49,65,20,0,Weak,0.007736577
236128,Samuh,36514,26,113,116,2392,2,Average,0.088142487
1324,Paul Roub,36508,27,88,95,100,0,Weak,0.014442622
27491,Chris Becke,36502,13,84,157,5,0,Weak,0.009531018
2232662,Dmitri,36500,10,43,56,578,0,Weak,0.024051272
63841,simplyharsh,36491,12,69,74,118,0,Weak,0.010803243
747024,ilyo,36481,47,109,162,222,0,Weak,0.024675885
312172,user unknown,36479,12,77,123,54,0,Weak,0.009985648
86112,dole doug,36476,20,73,90,2231,2,Average,0.080256814
279776,Alex,36469,27,97,143,589,0,Weak,0.031218982
423497,Steve Py,36468,4,34,58,5,0,Weak,0.004321601
17091,hugoware,36465,24,64,71,848,0,Weak,0.036539536
637142,Tono Nam,36464,86,330,498,40,0,Weak,0.039539552
72178,ks1322,36450,16,125,177,5,0,Weak,0.011504086
422476,Filip Spiridonov,36450,4,29,30,5,0,Weak,0.003612497
53788,Paul,36447,12,99,124,142,0,Weak,0.013276162
1815485,A--C,36447,10,109,92,2045,2,Average,0.072916362
1133011,David Kroukamp,36433,13,86,138,80,0,Weak,0.01154486
390989,eldarerathis,36431,10,93,94,2482,2,Average,0.086519103
969302,Alexandre Kirszenberg,36428,10,93,72,629,0,Weak,0.027082121
86604,Ingo,36425,6,57,102,114,0,Weak,0.009667516
4443323,Tomasz Mularczyk,36414,19,120,176,86,0,Weak,0.014618324
8987128,turivishal,36414,7,48,69,72,0,Weak,0.007653284
4999,Łukasz,36411,4,36,33,979,2,Average,0.034816444
773159,Birei,36410,3,80,84,83,0,Weak,0.008118026
31516,David Brown,36409,12,91,140,7,0,Weak,0.009145517
499448,Boardy,36395,108,275,470,234,0,Weak,0.048838119
145400,Dr. Jan-Philip Gehrcke,36394,14,90,133,6,0,Weak,0.009387321
1433392,Maxime Lorant,36390,19,91,97,5,0,Weak,0.009723404
131944,SavoryBytes,36386,4,55,61,1117,2,Average,0.040212261
654203,Anthony,36384,51,185,291,1541,2,Average,0.071924519
134904,kolypto,36380,20,118,110,5,0,Weak,0.01080431
2481,Martin Gordon,36379,7,61,54,1542,2,Average,0.054385203
763080,Phil,36379,23,126,167,5,0,Weak,0.012866365
1301710,bmu,36374,13,93,108,3001,1,Strong,0.103996994
166955,Geoff Reedy,36371,3,60,79,1788,2,Average,0.061831929
720030,karmakaze,36364,1,34,33,24,0,Weak,0.003706958
255688,phimuemue,36356,11,96,124,24,0,Weak,0.009221074
34409,Chad Gilbert,36355,4,93,99,183,0,Weak,0.012116863
1365319,Karthik Bose,36352,3,37,45,187,0,Weak,0.00966054
435605,AlikElzin-kilaka,36349,39,204,298,120,0,Weak,0.024577865
1922144,David Condrey,36343,18,120,138,12,0,Weak,0.01121739
1574489,Matt Houser,36339,6,78,93,482,0,Weak,0.02162543
2568341,krokodilko,36335,7,62,86,948,2,Average,0.036183472
149578,Ricky,36333,40,94,134,200,0,Weak,0.021470077
8381946,Justin Bertram,36332,6,27,50,5,0,Weak,0.004428662
793522,kabuko,36330,10,84,93,475,0,Weak,0.022424349
39106,Filip Ekberg,36325,20,129,184,89,0,Weak,0.0152901
2572,Todd,36320,4,25,13,1542,2,Average,0.052055448
23852,Rob Mensching,36320,5,94,134,8,0,Weak,0.007537328
330267,Jakub Zalas,36311,10,98,127,7,0,Weak,0.008557839
1502079,vovahost,36305,20,118,128,5,0,Weak,0.011179493
2193767,TheLostMind,36294,12,72,109,837,0,Weak,0.034470319
1426788,random-forest-cat,36292,12,127,104,5,0,Weak,0.009069987
83096,Fermin,36288,22,87,131,5,0,Weak,0.011021755
25,CodingWithoutComments,36280,21,76,87,18,0,Weak,0.010032794
19224,Ricardo Acras,36274,17,76,112,239,0,Weak,0.016705745
1469282,Slasengger,36263,3,16,10,974,2,Average,0.033491871
2461552,aosmith,36260,9,87,129,68,0,Weak,0.010074965
306719,hguser,36258,55,174,306,202,0,Weak,0.030276632
56449,adardesign,36257,15,68,86,5,0,Weak,0.008081836
178526,sfussenegger,36252,17,101,120,5,0,Weak,0.009965281
301152,dthorpe,36252,5,79,122,1998,2,Average,0.070274292
41718,Nope,36250,42,101,119,3939,1,Strong,0.14071716
76799,Mads Mob&#230;k,36248,20,76,79,742,0,Weak,0.032672846
447970,teylyn,36246,6,58,76,22,0,Weak,0.006181139
2482744,Alex Hall,36241,5,63,98,5,0,Weak,0.005994343
268,Vincent Robert,36240,15,84,122,8,0,Weak,0.009289465
68822,Yannick Motton,36239,4,41,55,36,0,Weak,0.005363841
457898,aL3xa,36230,18,81,112,331,0,Weak,0.019958457
282658,JUST MY correct OPINION,36226,17,80,99,3745,1,Strong,0.128074381
2423164,ndnenkov,36200,9,80,109,5,0,Weak,0.007483673
391104,q0987,36192,74,262,407,12,0,Weak,0.032521115
782609,kamituel,36180,6,86,101,55,0,Weak,0.008359525
4880924,BenKoshy,36175,15,120,88,6,0,Weak,0.009263673
72508,Jeremy W. Sherman,36173,5,80,113,155,0,Weak,0.011445083
8521,Isak Savo,36172,11,64,93,6,0,Weak,0.007272244
18804,philant,36166,11,74,114,42,0,Weak,0.009081449
316469,Duck,36161,48,270,498,388,0,Weak,0.0407913
153535,fbrereto,36155,21,133,182,5,0,Weak,0.01286106
1490904,Pebbl,36155,6,66,65,43,0,Weak,0.006773883
37759,dev.e.loper,36154,77,170,258,21,0,Weak,0.02830602
5436257,Joe Clay,36149,6,94,90,8,0,Weak,0.006796394
1729773,ATOzTOA,36148,23,101,119,2175,2,Average,0.080324087
847601,thiton,36145,4,74,104,168,0,Weak,0.011309952
424509,CanSpice,36144,10,74,87,5,0,Weak,0.007099856
45685,AndersK,36135,6,64,86,331,0,Weak,0.016342276
307976,vtortola,36119,34,169,270,1019,2,Average,0.050685856
128384,stijn,36112,13,119,167,5,0,Weak,0.010445577
178060,wheaties,36108,15,100,135,447,0,Weak,0.023863862
786718,DeeV,36105,9,111,96,219,0,Weak,0.014669262
325241,wong2,36098,51,138,182,22,0,Weak,0.02020585
476496,Vincent Savard,36097,10,71,73,77,0,Weak,0.009020651
5921,machineghost,36096,33,175,274,5,0,Weak,0.018406637
461436,Nilani Algiriyage,36076,33,97,123,1150,2,Average,0.049931359
706456,oleksii,36075,16,98,173,12,0,Weak,0.011010616
5620,Peter Ritchie,36067,9,85,101,5,0,Weak,0.007402244
98654,Nate Kohl,36064,10,45,55,553,0,Weak,0.023219152
20479,Rhubarb,36061,2,55,43,67,0,Weak,0.005923884
1427138,Alessandro Minoccheri,36061,22,128,176,41,0,Weak,0.013981652
177416,Alex,36059,14,81,166,7,0,Weak,0.009887096
1189880,Marty Wallace,36054,57,145,210,3084,1,Strong,0.119728815
2642204,BartoszKP,36046,15,109,135,11,0,Weak,0.010174812
581076,tmaj,36044,12,109,144,64,0,Weak,0.011383305
1830293,DAXaholic,36038,6,84,77,106,0,Weak,0.009406893
4333,jevakallio,36030,4,109,114,939,2,Average,0.036795815
545951,Parag Chauhan,36026,13,89,95,71,0,Weak,0.010348481
1236185,Tim,36023,11,99,124,2265,2,Average,0.080553795
380038,Framester,36011,52,137,194,1083,2,Average,0.054415923
1238847,Tosh,36010,11,67,58,11,0,Weak,0.006725261
15441,hawkeye,36002,35,160,317,58,0,Weak,0.021125209
121112,Fragsworth,35997,27,86,99,993,2,Average,0.04283389
302064,john,35990,12,49,63,925,2,Average,0.035751121
11565629,Popeye,35983,4,12,31,125,0,Weak,0.007024641
16942,Erik Forbes,35979,28,102,122,227,0,Weak,0.019515692
78436,Eli Grey,35971,14,80,96,7,0,Weak,0.008355882
222467,Igor Artamonov,35971,11,89,117,13,0,Weak,0.00851934
261159,Gregg,35962,22,115,221,58,0,Weak,0.015192851
1102215,Gil Birman,35958,15,79,124,246,0,Weak,0.016760705
197546,Daniel,35954,17,115,163,239,0,Weak,0.018593038
811785,Saeed Neamati,35952,42,141,192,19,0,Weak,0.018358233
11545,Cristian Diaconescu,35949,32,149,239,8,0,Weak,0.016950959
2361,Jakub Šturc,35947,25,92,115,460,0,Weak,0.025890682
516389,daniel,35943,40,108,164,214,0,Weak,0.022806568
3067523,Dmitry Pavliv,35943,13,85,85,24,0,Weak,0.008541773
66372,eglasius,35939,5,69,110,12,0,Weak,0.006562608
108869,cometta,35937,84,222,330,14,0,Weak,0.032277481
1511920,Alin Huruba,35931,2,14,10,3042,1,Strong,0.098988575
4194,dmeister,35922,19,78,98,83,0,Weak,0.011884912
16050,sanity,35922,45,141,229,1108,2,Average,0.054470342
1506454,ASh,35920,9,68,89,5,0,Weak,0.006760281
70616,victor hugo,35916,12,72,80,15,0,Weak,0.007641773
587803,Ben,35908,6,81,117,8,0,Weak,0.007062481
1008938,Linuxios,35896,13,96,118,1653,2,Average,0.061315928
1276950,Diego Woitasen,35894,2,20,20,37,0,Weak,0.003702149
3702377,Benyamin Jafari,35894,35,161,185,5,0,Weak,0.016621007
10396,AShelly,35887,17,98,163,42,0,Weak,0.011949651
2054072,Preview,35884,10,95,113,109,0,Weak,0.011382579
46991,falstro,35877,11,77,88,477,0,Weak,0.022393487
659190,Jodrell,35876,6,94,131,6,0,Weak,0.0075737
1651298,Giorgi Nakeuri,35870,8,50,78,29,0,Weak,0.006671418
717357,Yann,35869,9,84,71,509,0,Weak,0.022750519
6539317,felixmosh,35863,10,81,99,23,0,Weak,0.008042466
15625,bortzmeyer,35859,13,72,94,5,0,Weak,0.007839006
420840,zjm1126,35858,53,125,168,4760,1,Strong,0.170813296
15497888,Henry Ecker,35851,19,48,67,5,0,Weak,0.008084859
5923139,Aplet123,35830,1,41,66,5,0,Weak,0.00388779
385387,Louis Rhys,35815,57,164,227,3913,1,Strong,0.146849542
18909,Dan,35813,26,64,88,606,0,Weak,0.029562374
338208,Richard Dalton,35813,6,75,92,20,0,Weak,0.006767658
1916258,asgoth,35809,12,92,98,5,0,Weak,0.008124529
248616,Nam G VU,35806,79,249,400,241,0,Weak,0.040444779
180719,Olivier Gr&#233;goire,35804,23,101,143,5,0,Weak,0.011738469
125407,Johannes Rudolph,35801,15,118,175,70,0,Weak,0.013069113
118495,priestc,35800,26,87,120,278,0,Weak,0.020302445
580,Brian Leahy,35787,12,47,60,4745,1,Strong,0.157176096
75889,StackedCrooked,35785,46,164,291,5,0,Weak,0.021397422
2851937,Jay,35784,19,61,89,8,0,Weak,0.008921713
199017,Alladinian,35782,6,96,95,5,0,Weak,0.006801958
1137199,dotNET,35770,29,178,277,5,0,Weak,0.017597987
4341440,Axeman,35769,8,88,101,5,0,Weak,0.007203523
111479,tonyf,35767,54,168,266,791,0,Weak,0.047745686
373151,Hari Menon,35765,15,90,111,346,0,Weak,0.019875469
288568,Alex,35761,20,115,205,5,0,Weak,0.012690153
1371853,swiftBoy,35760,26,140,137,36,0,Weak,0.014099686
4950,Rob Stevenson-Leggett,35759,21,93,142,461,0,Weak,0.025602852
2704659,rory.ap,35754,15,104,199,7,0,Weak,0.011270614
1179880,whytheq,35753,69,179,285,7,0,Weak,0.026790609
854002,Zygimantas,35751,6,23,25,641,0,Weak,0.023968794
188,Matthew Schinckel,35749,6,91,122,246,0,Weak,0.014936879
31308,joshuapoehls,35747,11,54,61,1965,2,Average,0.068654617
51387,collimarco,35746,37,118,157,12,0,Weak,0.015747119
81800,Ivan Prodanov,35742,79,179,252,11,0,Weak,0.02844488
455276,the wolf,35732,13,57,73,3708,1,Strong,0.12488624
559827,kjo,35731,56,168,294,222,0,Weak,0.030680393
64960,aJ.,35730,22,89,132,245,0,Weak,0.01864893
83039,Jehof,35724,11,129,156,7,0,Weak,0.009990152
2067753,Paul Maxwell,35723,4,39,55,21,0,Weak,0.00477465
1360253,Rab Khan,35722,4,52,66,141,0,Weak,0.009108067
13460933,Chris Williams,35708,4,46,79,355,0,Weak,0.016065239
1592191,mrsrinivas,35702,13,133,132,23,0,Weak,0.010515716
5836671,VDWWD,35690,23,67,87,9,0,Weak,0.009921065
1485872,Ander Biguri,35689,12,77,125,5,0,Weak,0.008363757
13107804,r-beginners,35688,3,20,41,5,0,Weak,0.003329215
785349,quarks,35687,82,311,556,7,0,Weak,0.038324506
12469,Mark S. Rasmussen,35686,4,43,59,1153,2,Average,0.040963598
1869846,Ruchira Gayan Ranaweera,35683,17,79,117,106,0,Weak,0.012566086
276994,Vlad,35682,7,82,205,15,0,Weak,0.0093832
1977903,bragboy,35680,30,117,175,6,0,Weak,0.014346823
3903374,Rick Hitchcock,35680,5,51,83,13,0,Weak,0.005595025
3134215,Ravi,35679,22,127,188,12,0,Weak,0.013243136
1820,Cheekysoft,35658,20,75,86,351,0,Weak,0.020280084
601738,Amit Yadav,35658,7,45,65,7,0,Weak,0.005333876
902630,Matt,35657,30,94,107,118,0,Weak,0.015958057
528726,joelparkerhenderson,35653,20,104,122,336,0,Weak,0.021196062
1141839,PinnyM,35649,4,78,84,6,0,Weak,0.005746654
150771,Chris Thompson,35648,12,86,110,5,0,Weak,0.00823082
353820,Doug,35648,40,190,231,988,2,Average,0.050594293
558639,fearless_fool,35647,26,148,236,126,0,Weak,0.019239147
186193,Ferenc Deak,35644,19,107,177,10,0,Weak,0.011838974
465546,qwertymk,35622,31,127,184,558,0,Weak,0.032535806
1027277,Kuffs,35621,10,82,94,6,0,Weak,0.007383707
219406,LeftyX,35617,21,140,201,6,0,Weak,0.013378201
1583522,Devon Bessemer,35607,10,77,102,5,0,Weak,0.007413698
1265393,pkamb,35592,27,176,207,5,0,Weak,0.015586333
4272464,bgoldst,35592,6,44,64,737,0,Weak,0.028288614
726300,Luc Danton,35589,8,73,117,178,0,Weak,0.01270452
309343,Moon,35585,20,85,136,507,0,Weak,0.02651955
735446,pabdulin,35585,9,66,102,7,0,Weak,0.007014408
1516286,Vor,35579,47,142,196,696,0,Weak,0.041076235
84143,Bibek Shrestha,35574,7,35,35,236,0,Weak,0.011752841
203773,tfe,35562,2,33,25,5,0,Weak,0.003026085
3928341,nem035,35551,6,93,104,314,0,Weak,0.016732154
200145,Emanuil Rusev,35545,56,146,209,14,0,Weak,0.021744611
1221924,Dan Allan,35545,6,72,64,18,0,Weak,0.006004556
1249,Adam Lassek,35544,14,94,109,5,0,Weak,0.008814495
204623,Bruce,35539,77,185,267,66,0,Weak,0.030171074
88932,Alex,35537,5,81,94,7,0,Weak,0.006265498
2813589,Incerteza,35534,55,163,271,668,0,Weak,0.044023458
1016435,xQbert,35533,2,46,67,5,0,Weak,0.004200535
239219,J&#225;nos,35528,49,222,437,11,0,Weak,0.026595957
4200,Ed Guiness,35527,16,114,149,15,0,Weak,0.010863414
3133316,PaulMcKenzie,35525,4,27,49,5,0,Weak,0.003852645
46821,Michael Kristofik,35511,16,79,128,13,0,Weak,0.009595638
13379,Michael,35501,17,79,112,6,0,Weak,0.009252622
825780,Umur Kontacı,35497,8,76,96,217,0,Weak,0.013548413
2379433,Mike McKerns,35497,8,126,149,8,0,Weak,0.009106985
3015186,Niko Fohr,35495,12,114,118,5,0,Weak,0.008983685
2311148,cmbaxter,35493,4,88,95,2064,2,Average,0.071665522
5067311,Andras Deak -- Слава Україні,35491,13,94,118,5,0,Weak,0.008776554
16306,richardtallent,35482,14,87,126,9,0,Weak,0.009146779
431359,Richard Schneider,35482,9,59,74,1309,2,Average,0.047682936
264795,MacMac,35481,55,153,224,480,0,Weak,0.036813079
1032785,jordanm,35474,8,70,80,17,0,Weak,0.006709573
350890,Peter Tillemans,35469,11,85,117,93,0,Weak,0.010912082
1615903,1615903,35462,14,81,107,5,0,Weak,0.008481213
25122,RealHowTo,35460,11,74,89,14,0,Weak,0.007561238
25714,Gary Myers,35457,4,52,77,6,0,Weak,0.005012156
276959,Mohamad,35454,34,145,220,63,0,Weak,0.018589427
108184,pv.,35445,9,62,51,2797,2,Average,0.094601154
979987,Wookie88,35445,4,30,32,162,0,Weak,0.008538709
605707,deefour,35441,7,99,91,20,0,Weak,0.007436155
1428,lindelof,35436,31,103,144,64,0,Weak,0.015418962
1906557,I4V,35431,6,72,82,2545,2,Average,0.086788218
58082,Pierre,35422,33,121,197,6,0,Weak,0.015539587
774398,Patrick,35412,12,109,127,12,0,Weak,0.009280443
350428,Axel Fontaine,35407,19,110,144,41,0,Weak,0.012152148
1894067,Alessandro Ornano,35402,11,113,138,5,0,Weak,0.009154299
2625442,ivg,35400,2,43,73,40,0,Weak,0.005360438
146857,ACP,35394,101,237,373,950,2,Average,0.067031832
598511,Johan,35393,62,191,310,5,0,Weak,0.025907704
3082296,adiga,35389,9,66,88,5,0,Weak,0.006625016
1175101,fraxel,35387,11,101,104,375,0,Weak,0.019940742
177525,Slipp D. Thompson,35384,3,49,45,127,0,Weak,0.007880094
811405,Can Poyrazoğlu,35372,56,213,432,8,0,Weak,0.027743395
14558,andrewdotn,35371,10,110,135,7,0,Weak,0.008861634
550177,Felix,35364,13,100,143,603,0,Weak,0.028453048
904365,Kjuly,35363,22,108,120,5,0,Weak,0.011114488
322395,Loktar,35359,7,96,106,5,0,Weak,0.007204369
18941,TheSoftwareJedi,35356,22,112,152,12,0,Weak,0.012107104
1867084,Tyler McGinnis,35356,16,75,79,12,0,Weak,0.008408543
1033654,Rwd,35350,7,71,85,25,0,Weak,0.006852637
6216,Alister Bulman,35348,9,75,113,7,0,Weak,0.007411704
322122,d11wtq,35348,20,127,200,493,0,Weak,0.028315117
118547,Jourkey,35346,23,64,78,5812,1,Strong,0.194279949
1633643,Lionel,35342,1,19,5,4177,1,Strong,0.134804771
176191,akbiggs,35341,6,28,38,1765,2,Average,0.060067491
467019,Ricardo Tomasi,35330,2,58,66,5,0,Weak,0.004410083
5047996,aschipfl,35325,12,62,106,9,0,Weak,0.007713333
241774,Andrew McGregor,35322,2,33,30,3966,1,Strong,0.129147197
1529346,Antoine Pinsard,35310,9,73,91,6,0,Weak,0.006861016
960956,Yannick Schall,35309,6,33,42,236,0,Weak,0.011600805
2835261,iroha,35309,4,55,66,14,0,Weak,0.005076095
1733163,Miller,35306,4,42,61,6,0,Weak,0.004434583
4575350,STA,35306,9,49,62,5,0,Weak,0.005692
1171619,Mikhail Shilkov,35304,4,78,110,251,0,Weak,0.014053344
3894917,Tom Sharpe,35303,5,29,47,5,0,Weak,0.004046691
6401656,RbMm,35303,5,43,66,5,0,Weak,0.004754325
3269809,Alper t. Turker,35299,9,89,118,106,0,Weak,0.010963564
2420979,Haney,35287,9,61,71,49,0,Weak,0.007540257
4217744,simhumileco,35287,18,148,125,6,0,Weak,0.011209434
375966,Afshin Mehrabani,35279,33,146,210,13,0,Weak,0.016559028
120261,mtrw,35276,7,66,73,7,0,Weak,0.00590566
120457,joe,35265,30,104,140,668,0,Weak,0.03432895
982852,reVerse,35264,22,94,88,28,0,Weak,0.010847351
85931,tpdi,35262,11,83,123,119,0,Weak,0.011797217
1291492,ControlAltDel,35259,10,60,86,5,0,Weak,0.006659315
28494,qrdl,35257,14,59,92,5,0,Weak,0.007659797
779200,lvc,35257,10,76,100,551,0,Weak,0.024677392
1600821,cantdutchthis,35245,17,80,116,314,0,Weak,0.019126675
4770877,yoAlex5,35241,10,236,255,5,0,Weak,0.014057972
1836935,Daniel J.G.,35232,9,117,115,606,0,Weak,0.02740341
180892,Jeromy Anglim,35217,31,123,176,21,0,Weak,0.015136247
809357,trailmax,35216,25,150,238,5,0,Weak,0.015193536
430766,bitmask,35214,17,108,174,6,0,Weak,0.011164683
2630032,Stephan Lechner,35214,4,38,59,5,0,Weak,0.004261673
825924,Robert Siemer,35212,11,89,101,6,0,Weak,0.00785291
36464,Muhammad Hasan Khan,35210,16,93,132,562,0,Weak,0.027412279
322020,Nakilon,35193,16,112,149,7,0,Weak,0.010521263
16782,NickFitz,35191,8,46,41,5,0,Weak,0.004939291
4756299,Andrew Henle,35190,3,29,63,5,0,Weak,0.003927077
1026598,Gabriella Gonzalez,35189,3,80,138,5,0,Weak,0.006628564
52551,Spencer Ruport,35187,12,90,151,536,0,Weak,0.02603007
746961,Constantinius,35175,9,79,85,841,0,Weak,0.033414823
1479414,Andremoniy,35171,25,143,259,49,0,Weak,0.016886559
720912,Boris Zbarsky,35154,5,55,58,400,0,Weak,0.017390893
135180,Kyle Slattery,35148,9,35,37,813,0,Weak,0.030546898
1291150,Bohuslav Burghardt,35136,7,130,115,1490,2,Average,0.055353681
5769,Eddie Groves,35134,14,50,48,332,0,Weak,0.016914004
5612562,msc,35134,32,131,223,386,0,Weak,0.028141393
56837,Stefan Arentz,35110,8,73,88,220,0,Weak,0.013356529
32899,Ben Noland,35108,18,54,51,447,0,Weak,0.021614107
3434,Apocalisp,35106,8,109,158,5,0,Weak,0.008786386
6505250,howlger,35105,11,73,112,5,0,Weak,0.007698155
227140,beny23,35098,6,85,86,10,0,Weak,0.006440661
154280,Federer,35083,39,96,121,1941,2,Average,0.07624637
53158,Simon,35081,22,143,211,13,0,Weak,0.014031396
6264,Michiel Borkent,35080,15,94,158,14,0,Weak,0.010311013
71347,Steef,35073,4,48,37,5,0,Weak,0.003987098
12634,Roel Spilker,35060,11,72,59,12,0,Weak,0.006759225
117039,5YrsLaterDBA,35046,46,143,215,1841,2,Average,0.077645698
8708524,Hemanth Raj,35035,10,99,85,420,0,Weak,0.020652689
157027,Amit,35027,92,234,304,1307,2,Average,0.074790989
576719,LU RD,35027,5,104,324,5,0,Weak,0.01155026
1348324,Konstantin Dinev,35025,14,79,103,132,0,Weak,0.012335662
16299,Vincent McNabb,35019,7,34,54,193,0,Weak,0.01069553
214577,Oldskool,35017,7,56,67,53,0,Weak,0.006991473
30018,JohnFx,35003,19,108,169,55,0,Weak,0.013035724
3386109,user3386109,34990,7,52,69,573,0,Weak,0.023491992
173520,Greg,34978,81,267,473,576,0,Weak,0.053390737
893693,Stephan Dollberg,34978,16,83,110,6,0,Weak,0.00900258
775954,Matthias Braun,34943,27,158,177,5,0,Weak,0.014470686
4915,sheats,34942,15,49,44,526,0,Weak,0.023178174
1068248,mattjgalloway,34942,12,103,111,196,0,Weak,0.014601523
1246391,Karl Anderson,34940,12,69,83,598,0,Weak,0.026063328
2815635,Niklesh Raut,34939,17,82,112,261,0,Weak,0.017356694
4077294,James Ko,34939,34,149,259,354,0,Weak,0.02870144
1663462,Chris Stryczynski,34935,61,210,334,6,0,Weak,0.026577091
1153938,Vorsprung,34927,5,45,71,5,0,Weak,0.004854154
1130801,Hart CO,34924,6,53,66,11,0,Weak,0.005333175
509271,Matty,34923,14,69,94,4584,1,Strong,0.153585068
3576984,MichaelChirico,34923,17,122,210,5,0,Weak,0.012165455
492773,kichik,34922,7,102,121,5,0,Weak,0.007596065
231216,Ben Foster,34906,42,182,290,1308,2,Average,0.062215727
1266650,laggingreflex,34905,36,146,201,12,0,Weak,0.016955093
68105,MK.,34885,19,79,117,6,0,Weak,0.009724345
755645,Jason Gennaro,34883,9,67,86,2029,2,Average,0.070943516
236660,Dmytro Shevchenko,34877,6,57,68,228,0,Weak,0.012361044
4142924,Weather Vane,34875,7,43,63,5,0,Weak,0.005079939
120518,Shadwell,34874,14,98,99,53,0,Weak,0.01012455
783412,hd1,34867,5,83,95,5,0,Weak,0.006176852
52256,T.T.T.,34861,47,137,172,1304,2,Average,0.059706971
26334,Draemon,34857,16,80,106,7,0,Weak,0.008868147
51321,Bill,34852,1,20,6,5646,1,Strong,0.181528507
2297345,Michael_Scharf,34848,23,80,99,211,0,Weak,0.016773042
762886,ddinchev,34843,28,95,138,22,0,Weak,0.013032501
34796,Dave Swersky,34840,9,83,120,404,0,Weak,0.020298989
462604,Jakob Bowyer,34836,8,80,93,48,0,Weak,0.008104135
2140160,Mr Jedi,34835,8,33,40,516,0,Weak,0.020851784
494061,Michael Hoffman,34834,7,68,91,133,0,Weak,0.010284422
477754,Labeeb Panampullan,34833,28,99,112,1093,2,Average,0.046641937
3406693,bigreddot,34833,5,73,128,5,0,Weak,0.006663469
14777,naspinski,34827,38,120,177,280,0,Weak,0.024847185
