user_id,DisplayName,Reputation,profile_views,up_votes_given_by_user,down_votes_given_by_user,CreationDate,LastAccessDate,gold_badges,silver_badges,bronze_badges,question_count,answer_count,comment_count,total_answer_score,accepted_answer_count,bounties_earned,bio_length,has_website,Location
110204,Martin Geisler,73938,7186,3444,143,20-05-2009 21:29,12-02-2026 13:03,25,176,230,13,640,769,6918,313,200,342,1,"Zurich, Switzerland"
661933,nawfal,73931,15060,29726,877,16-03-2011 05:58,24-06-2025 22:34,59,342,380,223,642,5667,5803,131,150,889,1,India
1610034,Saurabh,73887,3845,927,171,19-08-2012 13:19,25-07-2022 08:31,44,193,251,159,751,981,5050,341,350,472,1,"Bengaluru, Karnataka, India"
2541560,Kayaman,73860,14332,2374,12087,02-07-2013 07:19,09-12-2023 16:19,6,91,128,2,2398,12699,5819,1007,550,0,1,"Helsinki, Finland"
4891738,Zheyuan Li,73825,19844,3651,4065,12-05-2015 13:48,06-10-2024 10:48,18,195,266,32,1273,197,5465,1094,800,0,1,
1214800,brandonscript,73814,5974,3827,139,16-02-2012 20:48,04-02-2026 07:25,35,179,242,211,813,3201,5304,326,225,483,1,"Victoria, BC"
62130,Esko Luontola,73803,6742,2046,104,03-02-2009 21:03,23-01-2026 14:23,17,120,129,20,366,332,33690,91,850,353,1,Finland
2530848,Sriram Sakthivel,73790,9133,2359,2422,28-06-2013 06:57,13-10-2024 14:08,7,118,200,7,1525,7662,6082,803,,97,1,"Bengaluru, Karnataka, India"
11238,Randy Sugianto 'Yuku',73783,2861,2607,53,16-09-2008 06:29,11-02-2026 17:10,58,187,236,156,208,165,3178,65,700,37,1,Singapore
43846,stuartd,73762,8127,4058,1961,05-12-2008 23:10,14-02-2026 20:37,16,140,172,11,1109,7018,6359,586,350,79,1,"Brighton, England, United Kingdom"
111896,ZelluX,73745,5430,1844,15,25-05-2009 01:28,11-07-2024 03:47,20,76,106,66,119,70,6160,42,25,0,1,San Francisco Bay Area
2390182,user2390182,73723,5614,1551,648,16-05-2013 13:33,08-02-2026 18:57,6,71,95,0,2515,3850,5518,1185,450,0,1,
1114486,Didier Spezia,73706,5021,948,56,24-12-2011 10:48,28-02-2023 14:40,12,195,157,0,523,425,6669,367,850,44,1,French Riviera
60682,David,73704,7050,3242,208,30-01-2009 16:21,16-07-2025 15:23,19,135,177,33,1406,1976,6105,558,,262,1,
193619,Nathan Osman,73689,5988,1012,92,21-10-2009 06:48,09-02-2026 06:58,81,267,374,412,262,1087,1980,96,,647,1,Canada
2411320,gsamaras,73686,14395,7479,11824,22-05-2013 21:25,19-12-2025 15:49,50,211,330,410,1857,4162,4490,831,675,280,1,"London, UK"
471795,kanaka,73679,6002,2421,29,10-10-2010 23:35,09-02-2026 19:42,24,148,143,18,411,474,6723,214,150,624,1,"Arlington, TX, United States"
4573247,dfrib,73659,4000,1330,260,16-02-2015 20:22,06-05-2025 08:30,12,138,201,87,1283,3108,6022,655,1200,0,1,"Gothenburg, Sweden"
573,abyx,73598,2980,2450,13,06-08-2008 21:00,17-12-2025 14:32,19,99,121,34,150,157,6323,43,,425,1,Israel
6294072,AVJT82,73582,8243,2959,1817,05-05-2016 05:51,13-02-2026 15:25,25,146,170,22,1546,5243,5816,961,225,202,1,Finland
3993662,baao,73567,5070,3373,6485,30-08-2014 22:19,14-02-2026 00:37,18,153,209,149,1883,3630,5657,815,50,0,0,"Montpellier, Frankreich"
1084945,simont,73555,1313,531,98,07-12-2011 05:20,12-02-2026 13:13,19,122,138,72,151,242,6490,94,50,0,1,"Adelaide, Australia"
26510,Brad Parks,73532,3431,9539,75,09-10-2008 14:28,12-02-2026 18:21,71,299,375,234,390,711,4689,101,,101,0,"Fredericton, Canada"
28376,philnash,73530,13435,1719,52,15-10-2008 20:32,13-02-2026 03:18,10,67,95,7,2894,5501,4750,1458,400,707,1,"Melbourne VIC, Australia"
297762,Robby Pond,73524,3596,666,22,19-03-2010 22:44,12-10-2022 15:44,16,128,119,18,744,394,6702,297,50,791,1,"Centreville, VA"
4265352,axiac,73480,4302,1348,2434,18-11-2014 11:41,14-02-2026 16:59,11,121,150,0,2129,6900,6048,877,725,28,1,"Bucharest, Romania"
648658,Jens,73468,8140,2869,112,07-03-2011 18:39,08-12-2025 11:51,16,134,187,53,1520,2975,6362,489,,263,1,"Urbana, IL"
2469,David Basarab,73439,5117,6735,242,22-08-2008 12:41,13-02-2026 14:06,43,132,159,54,429,262,2863,81,,99,1,"Peachtree City, GA, United States"
23070,Brian Carper,73424,4198,2321,22,27-09-2008 21:50,19-09-2023 16:58,28,171,169,11,306,177,6712,163,,34,1,"British Columbia, Canada"
16511,Rich Bradshaw,73343,5838,2487,246,17-09-2008 17:47,11-08-2025 11:49,46,190,241,146,809,1285,6812,287,300,104,1,United Kingdom
72791,DrAl,73341,1834,947,12,02-03-2009 12:42,12-02-2026 13:02,10,111,110,17,260,218,7265,131,200,269,1,"Dursley, United Kingdom"
321946,RPM1984,73339,7509,983,46,21-04-2010 05:13,12-05-2025 06:03,62,242,365,337,756,2790,4178,443,275,318,1,"Melbourne, Australia"
1835379,Cerbrus,73337,15825,1403,7504,19-11-2012 09:50,14-02-2026 00:00,19,138,151,8,1478,6305,5996,714,350,565,1,The Netherlands
164998,Jason McCreary,73294,6248,3445,101,28-08-2009 17:22,03-02-2026 20:16,23,140,177,92,1374,2968,6093,510,75,1035,1,"Louisville, KY"
229602,Noufal Ibrahim,73273,7471,1180,52,11-12-2009 12:15,13-02-2026 11:59,13,141,174,34,1017,1797,6320,267,700,363,1,"Kozhikode, India"
1064245,M A,73202,4401,1462,320,24-11-2011 15:31,05-02-2026 13:13,14,150,182,18,1511,964,5537,805,4100,0,1,"Beirut, Lebanon"
83109,David M,73180,3730,1369,228,26-03-2009 13:17,01-03-2025 19:17,13,164,187,7,1095,869,7097,436,250,72,1,United Kingdom
508666,PeeHaa,73172,18792,3717,15201,15-11-2010 19:35,02-02-2026 13:55,60,195,265,188,1009,7432,4912,376,700,2788,1,NULL
1765658,F. Hauri  - Give Up GitHub,73170,5071,313,182,22-10-2012 14:23,15-02-2026 00:56,19,137,154,7,562,2526,6895,182,1600,733,1,Switzerland
608772,JPBlanc,73128,3061,4221,122,08-02-2011 20:37,14-02-2026 08:31,18,138,180,11,1357,1110,6271,565,875,82,1,France
636656,Ari B. Friedman,73109,6598,2659,70,27-02-2011 17:23,21-03-2019 08:23,35,183,239,137,417,1331,4811,141,,383,1,"Philadelphia, PA"
93448,Derick Bailey,73038,7842,476,17,20-04-2009 21:44,23-07-2020 17:32,23,214,221,55,818,548,5372,480,75,559,1,"Waco, TX"
37947,DisgruntledGoat,73034,4439,2365,532,15-11-2008 17:46,12-02-2026 14:13,70,214,295,192,620,945,3380,173,325,158,1,United Kingdom
241462,Dean Harding,73012,2459,1136,43,31-12-2009 10:03,23-11-2024 05:34,13,152,180,7,896,752,6669,390,,167,1,"Sydney, Australia"
1333975,Ahmad,73011,10975,2611,2166,07-03-2012 01:00,12-02-2026 23:19,18,116,139,41,697,883,6540,332,,103,1,"Berlin, Germany"
137902,Wogan,73007,884,300,2,14-07-2009 07:24,26-05-2024 03:57,5,37,36,2,59,32,7269,26,,,1,"Melbourne, Australia"
330280,aleroot,73002,4825,5769,17,01-05-2010 09:09,11-02-2026 22:37,32,182,220,104,940,587,5911,363,150,77,1,"London, UK"
107090,lhf,72948,7725,14154,5,14-05-2009 14:10,14-02-2026 01:21,11,118,163,6,1577,2131,5977,670,150,35,0,
277176,Yakov Galka,72914,5574,3364,282,19-02-2010 17:10,15-02-2026 00:16,16,149,226,37,1050,2501,5793,554,675,912,1,USA
2156621,lrn,72893,3212,844,69,11-03-2013 11:39,09-02-2026 10:10,7,122,141,0,1292,1090,6062,751,600,22,1,
551406,Michael Berry,72867,5606,3600,314,22-12-2010 16:07,13-02-2026 07:57,23,167,228,91,986,1300,5713,441,550,399,1,United Kingdom
23368,Daniel Rikowski,72830,6086,4752,137,29-09-2008 07:10,13-02-2026 15:13,63,259,338,247,380,624,3709,158,250,0,1,Germany
148357,Antonio,72828,3253,864,111,31-07-2009 08:49,13-11-2025 20:53,11,152,170,15,792,898,6476,454,100,756,1,Poland
681865,talonmies,72813,25404,7823,21181,29-03-2011 10:29,14-02-2026 15:35,35,204,297,2,1802,7311,8250,1237,2000,108,1,Singapore
399317,Kos,72745,6164,2677,168,22-07-2010 16:02,25-04-2025 10:30,28,174,239,61,824,2371,5173,310,625,265,1,"Warsaw, Poland"
524555,methodofaction,72735,7073,268,16,30-11-2010 01:09,04-11-2025 16:06,22,159,166,48,606,637,6421,350,750,203,1,"Madrid, Spain"
6433023,Nirav D,72628,7195,256,1166,07-06-2016 02:12,31-12-2025 05:22,12,168,187,3,1363,3995,5527,1104,100,95,1,India
459640,aschepler,72535,4372,4708,67,27-09-2010 15:12,31-01-2026 03:42,11,114,174,31,1615,6634,5832,754,100,0,1,"Pittsburgh, PA, United States"
66475,Bjorn,72496,5232,2866,107,29-12-2008 23:03,04-10-2025 09:12,40,141,165,83,316,639,3502,74,,23,1,"Albany, CA"
4203,Hank Gay,72473,5284,3330,109,02-09-2008 10:09,25-11-2025 01:32,36,164,224,64,766,567,5372,176,,204,1,"Duluth, GA"
369707,ScottS,72421,2611,1306,69,17-06-2010 19:10,08-11-2025 02:00,13,131,155,13,941,1284,6037,537,3475,1573,1,Washington State. USA
542091,Ovidiu Latcu,72411,4611,956,284,14-12-2010 14:40,12-01-2026 12:10,15,79,86,15,415,503,3340,169,725,141,1,"Cluj-Napoca, Romania"
4248328,Death-is-the-real-truth,72368,17122,11701,2976,13-11-2014 13:05,13-02-2026 13:09,10,59,107,14,2187,10924,3985,1951,50,205,1,India
2149718,Giorgos Betsos,72355,4635,4804,132,08-03-2013 19:30,06-02-2026 10:19,10,69,103,40,2523,2935,5021,1482,100,643,1,"Patras, Greece"
55943,mqp,72319,2721,214,554,16-01-2009 18:30,10-10-2025 07:15,15,100,124,1,505,675,6870,179,,0,1,"Mountain View, CA, United States"
653230,WhiteFang34,72309,2788,1059,11,10-03-2011 09:26,12-02-2026 01:18,18,110,112,1,492,295,6890,202,525,110,1,
812183,anthony sottile,72309,8223,878,2371,23-06-2011 12:27,13-02-2026 15:06,20,200,249,41,803,1908,5980,443,825,0,1,
3106920,Poul Kruijt,72301,4426,530,93,16-12-2013 10:18,14-02-2026 13:56,12,153,152,2,1342,2164,5988,729,950,14,1,Europe
16007,old_timer,72299,16423,3242,5393,17-09-2008 14:01,11-02-2026 03:27,9,104,180,17,2176,11505,5630,695,550,0,1,USA
333255,Marko,72296,3323,1215,79,05-05-2010 09:27,14-07-2025 12:00,29,127,160,89,478,886,4421,202,50,0,1,"Auckland, New Zealand"
3820,Cameron MacFarland,72264,4193,1277,153,31-08-2008 02:26,14-02-2026 03:57,20,107,134,32,355,491,6126,121,100,132,1,"Perth, Australia"
450128,Ben,72172,3794,9201,226,17-09-2010 00:17,14-02-2026 23:05,21,133,184,23,810,1672,6754,279,100,0,1,"Melbourne, Australia"
758345,Chronial,72092,2112,1040,201,18-05-2011 00:26,13-02-2026 10:40,14,100,108,3,460,755,7475,207,825,0,1,
3799759,Samwise,72048,5364,460,374,03-07-2014 01:10,15-02-2026 00:36,3,36,52,0,3347,4675,4854,1487,50,104,1,"San Francisco, CA"
6110094,0___________,72003,17191,183,2657,24-03-2016 15:04,14-02-2026 23:28,4,42,95,73,4669,10513,4872,1003,100,9,1,United Kingdom
825789,bfavaretto,71955,4787,6340,500,02-07-2011 05:26,29-12-2025 13:48,18,118,162,18,1720,4540,5571,770,400,44,1,Brazil
4085910,Dharmesh Kheni,71954,7103,1531,148,27-09-2014 11:22,01-12-2025 11:27,33,164,166,69,895,1434,5248,564,,0,1,"Surat, Gujarat, India"
3594,cdleary,71934,3041,685,80,29-08-2008 08:46,30-05-2025 15:16,55,165,194,90,117,322,2893,37,,0,1,California
768469,Nemo,71924,8947,4115,410,24-05-2011 20:20,05-02-2026 00:33,11,125,160,18,631,2094,6751,276,850,0,1,
436376,KeithS,71871,2736,596,56,31-08-2010 21:01,10-02-2026 19:06,24,118,167,69,1354,1275,6020,426,50,,0,
12833166,Shubham Sharma,71857,5819,5905,111,03-02-2020 13:24,23-01-2026 07:20,6,27,58,1,2472,2282,4641,1623,525,478,1,India
8708364,U13-Forward,71848,13978,4305,2483,02-10-2017 12:38,01-02-2026 19:40,15,100,125,61,3493,3590,5128,1214,750,3613,1,​
1578604,Jerry,71846,5018,1683,808,06-08-2012 07:53,14-02-2026 22:01,14,106,148,11,1923,4927,5318,1206,250,473,1,Mauritius
7326738,Ajax1234,71757,5854,4684,369,21-12-2016 16:39,05-02-2026 17:38,9,68,110,46,3854,2157,4858,1209,825,274,1,
9576186,Jackie McDoniel,71756,11761,298,257,30-03-2018 18:18,13-02-2026 21:50,9,191,196,1,1449,2104,5609,844,2250,449,1,"WA, USA"
849891,Will Ness,71622,12016,13578,742,18-07-2011 11:05,14-02-2026 18:22,10,105,193,15,2222,10519,5604,777,3950,732,1,
3850405,Ogglas,71572,2273,10206,7,17-07-2014 18:35,13-02-2026 20:48,43,388,486,304,811,513,5727,181,1050,763,1,"Malmo, Sweden"
1188513,Mathieu Guindon,71567,14808,7869,2999,03-02-2012 21:51,03-02-2026 18:48,8,114,250,73,1788,10590,5594,889,525,1502,1,Quebec
112100,Omu,71562,6357,5498,34,25-05-2009 13:07,07-02-2026 13:01,95,287,414,476,300,1184,988,110,0,813,1,"Chisinau, Moldova"
117471,Bruno Bronosky,71561,5686,443,14,04-06-2009 16:25,10-09-2025 06:00,15,180,160,27,184,580,6976,11,,712,1,"Atlanta, GA"
404335,SW4,71560,2702,837,594,28-07-2010 09:31,16-01-2021 19:05,20,137,140,18,1358,1079,6035,630,200,0,1,
376728,aaronasterling,71538,7411,1401,401,25-06-2010 23:36,29-11-2016 21:12,20,133,127,17,422,1321,6721,228,50,547,1,"Maui, HI"
1730061,npc2b,71533,1319,108,5,08-10-2012 21:30,26-12-2025 22:42,7,23,25,8,10,19,6100,5,,0,1,
6067741,4c74356b41,71508,23242,580,888,15-03-2016 17:21,11-01-2026 16:15,7,118,156,81,2819,6047,4901,1318,350,184,1,"Dubai, United Arab Emirates"
2705542,Tim Peters,71480,28633,1715,28,22-08-2013 00:15,15-02-2026 00:26,14,135,142,0,902,1715,6338,504,1875,61,1,
1898,Skizz,71464,3597,175,8,19-08-2008 08:26,31-01-2025 20:21,10,75,109,11,646,1062,7251,138,,1631,1,"Southampton, England United Kingdom"
1529853,Mike Brant,71444,5903,1095,581,16-07-2012 19:17,12-09-2025 15:08,10,102,104,0,2585,6481,5490,935,,0,1,"Dallas, TX, United States"
3705840,lmiguelvargasf,71433,3968,2997,42,04-06-2014 06:42,08-02-2026 02:27,55,231,241,143,574,1098,5184,203,,182,1,"Austin, Texas"
14742,Jeff Hill,71430,3137,1,0,17-09-2008 02:29,29-09-2009 01:41,3,21,7,0,5,0,7146,1,,0,1,California
36590,BuddyJoe,71413,2501,1104,12,11-11-2008 14:33,23-05-2024 21:09,115,302,476,549,65,1014,89,4,,70,0,"New York, NY"
812912,Ivaylo Strandjev,71394,10833,772,62,23-06-2011 19:06,13-02-2026 16:11,18,130,183,39,1904,2488,6143,579,100,1105,1,"Sofia, Bulgaria"
1941213,Alex Coventry,71293,1391,67,19,26-09-2008 23:57,03-02-2026 22:19,5,40,40,14,81,49,6957,13,,,1,
338,Frank Krueger,71293,7971,2351,85,04-08-2008 18:34,09-11-2025 07:43,48,165,213,99,413,352,3320,104,,1007,1,United States
43832,Tom Harrington,71261,6462,437,54,05-12-2008 22:19,06-09-2025 23:33,12,156,175,24,1629,2864,5453,903,1300,2175,1,"Colorado, USA"
694576,alk,71258,12051,9989,1858,06-04-2011 09:49,17-07-2025 07:42,10,112,274,17,2520,15187,5452,917,425,80,1,Switzerland
73297,Ben Zotto,71257,3583,2785,83,03-03-2009 16:58,29-01-2026 16:20,23,145,207,121,693,1272,3707,358,1000,0,1,"San Francisco, CA"
1554,Brad Wilson,71254,5169,450,13,16-08-2008 15:59,15-01-2026 22:28,9,78,85,4,220,176,6516,79,200,0,1,"Seattle, WA, United States"
302139,Edwin Buck,71240,4277,482,43,25-03-2010 22:23,12-02-2026 14:36,7,103,146,4,1915,1988,6096,529,625,83,1,"Houston, TX"
1280410,Darren,71234,30925,2602,614,20-03-2012 08:42,27-09-2024 15:04,24,141,147,1,1207,1017,6388,414,50,909,1,
1627406,Sven,71202,3049,348,440,27-08-2012 10:30,16-03-2024 20:31,10,113,113,3,1221,2114,6180,502,1075,68,1,"Hamburg, Germany"
3889449,Marco Bonelli,71197,12353,2333,8163,29-07-2014 21:34,14-02-2026 23:40,21,130,156,9,1193,3539,5853,739,575,369,1,Italy
49376,Skilldrick,71194,6320,971,59,27-12-2008 15:32,14-07-2025 16:25,37,183,231,103,583,939,4441,193,50,585,1,"San Francisco, CA"
60281,DevSolar,71163,9251,2758,760,29-01-2009 16:46,14-02-2026 22:52,22,142,217,77,1102,5733,5771,389,250,407,1,"Verl, Germany"
46297,lostInTransit,71157,5452,358,12,15-12-2008 08:14,06-01-2026 09:43,62,204,276,231,326,475,1370,110,250,157,1,India
2861476,MC ND,71149,4534,222,44,09-10-2013 06:18,07-02-2026 13:24,8,95,136,1,2405,2350,5100,1292,300,,0,
315052,jxh,71070,6052,1942,0,13-04-2010 01:43,14-02-2026 23:44,8,116,205,38,1971,4984,5399,830,925,215,1,
3538012,Peter Duniho,71052,12943,2447,28124,15-04-2014 23:02,08-02-2026 00:01,7,113,149,3,2123,10827,5099,1284,700,0,1,
819272,TemplateRex,71043,5739,6223,754,28-06-2011 13:53,13-02-2026 17:33,21,176,316,96,780,2557,5671,345,500,1192,1,The Netherlands
272109,David Makogon,70999,21154,1432,41395,12-02-2010 20:06,15-02-2026 00:24,22,146,204,0,1484,6863,5817,720,175,460,1,Maryland
183406,meriton,70972,4180,3287,475,02-10-2009 23:04,14-02-2026 07:39,14,117,190,31,1367,1638,6128,501,500,0,1,
742496,onteria_,70967,1791,45,5,06-05-2011 21:37,10-08-2011 03:06,7,73,64,4,322,303,7137,146,100,503,1,Southern California
2288659,Silvio Mayolo,70961,4729,6540,3834,17-04-2013 00:41,15-02-2026 00:04,6,92,141,52,1619,3495,5715,839,,383,1,
73681,cobbal,70945,2827,2349,55,04-03-2009 13:47,12-02-2026 18:38,20,146,159,16,511,578,6515,223,1200,0,1,United States
716118,voithos,70930,1573,4572,36,19-04-2011 22:31,08-07-2025 17:23,12,107,121,24,345,633,6665,187,150,0,1,
2206004,hwnd,70910,3878,982,461,25-03-2013 02:21,10-06-2025 13:14,4,100,135,12,1774,1686,5496,952,,0,1,
381345,casablanca,70906,3545,1612,24,01-07-2010 17:25,29-04-2024 21:42,8,139,155,8,1133,1361,6339,510,725,0,1,
322912,Roman Luštrik,70903,11810,7222,259,17-04-2010 06:23,14-02-2026 09:30,25,160,203,73,1227,6594,5506,518,300,462,1,"Ljubljana, Slovenia"
519216,Lamak,70868,6577,1988,770,24-11-2010 18:12,03-02-2026 18:08,12,119,119,0,1498,5248,6013,821,,0,1,Chile
572743,Damon,70834,4879,2242,51,12-01-2011 13:11,01-09-2020 17:56,21,148,192,37,735,2887,6127,290,550,,0,
2260,Daren Thomas,70822,5500,2480,48,21-08-2008 11:39,26-01-2026 13:22,42,157,205,83,690,567,4032,152,,628,1,Switzerland
1286639,GoZoner,70811,2151,1050,133,22-03-2012 18:01,15-05-2025 17:58,20,100,148,21,999,832,6336,333,625,82,1,
341750,hotpaw2,70784,6668,1955,160,18-10-2009 08:41,14-02-2026 15:01,15,96,157,60,2871,1475,5156,815,900,260,1,California
358679,Wrikken,70780,5733,2452,318,04-06-2010 13:14,15-07-2025 11:59,8,99,136,4,1426,5965,6140,735,700,0,1,Netherlands
215752,Hogan,70743,7066,2604,540,20-11-2009 20:07,06-02-2026 17:41,10,83,119,6,3292,9168,5440,961,250,477,1,"Bronx, NY, USA"
5274,Jonathan Allen,70734,7396,2890,517,08-09-2008 20:14,09-02-2026 19:20,77,276,462,564,674,1625,2425,163,100,24,1,"San Diego, CA"
7585,Tim C,70708,3092,882,4,15-09-2008 14:00,24-04-2025 15:10,14,77,94,23,2553,2864,4098,1775,,0,1,United Kingdom
436641,Trott,70673,3308,1286,433,01-09-2010 06:07,15-02-2026 00:30,27,184,218,46,1063,717,5910,506,2100,21,1,"San Francisco, CA"
357,Seibar,70661,1689,503,64,05-08-2008 01:29,17-10-2023 14:47,38,94,100,38,105,38,2066,11,,0,1,Minnesota
245706,AndiDog,70635,2668,680,88,07-01-2010 16:41,14-02-2026 21:04,21,167,208,81,576,650,5996,237,650,154,1,"Munich, Germany"
137467,RaYell,70620,2998,1206,17,13-07-2009 14:32,04-10-2024 15:02,20,127,154,58,495,349,2860,154,,82,1,"Wroclaw, Poland"
401025,DarkLeafyGreen,70606,7320,7788,29,24-07-2010 11:40,28-03-2025 15:12,136,394,619,761,452,1284,2054,246,100,61,1,
143804,ire_and_curses,70590,5340,2582,185,23-07-2009 15:03,02-04-2022 16:50,24,121,141,13,336,347,5748,130,325,0,1,
514235,iammilind,70575,10397,10443,227,20-11-2010 05:25,14-02-2026 16:15,39,188,365,348,1169,2518,3936,280,25,1040,1,India
6851825,Jon Spring,70555,4878,700,89,20-09-2016 06:11,15-02-2026 00:09,4,43,70,9,2643,5433,4505,1424,3650,1037,1,
777186,jogojapan,70547,9975,3182,331,31-05-2011 06:36,12-02-2026 22:22,11,110,136,7,402,2401,7092,241,700,542,1,"Berlin, Germany"
298406,Mark,70520,1229,137,6,21-03-2010 11:15,28-04-2024 14:23,48,119,168,153,25,103,106,12,,0,1,
216063,Gregory Pakosz,70519,4012,1141,1927,21-11-2009 12:11,14-02-2026 21:54,20,143,167,16,417,513,6597,172,1575,892,1,France
680920,quickshiftin,70509,1822,5825,70,28-03-2011 20:35,03-02-2026 18:58,12,72,100,103,360,929,6637,123,550,40,1,"Denver, CO"
847363,Yahia,70509,5523,1766,507,16-07-2011 00:52,25-11-2025 19:02,9,117,147,0,1682,2728,5243,718,7275,,0,
479633,mouad,70509,2423,846,0,25-09-2010 16:05,24-12-2024 19:47,18,117,106,1,377,450,6702,172,,0,0,
3521006,talat,70486,14359,2410,261,10-04-2014 19:39,21-11-2022 19:14,22,130,158,15,1065,3519,6100,593,200,22,1,"Hamburg, Germany"
90511,hugomg,70478,4331,4318,310,14-04-2009 02:54,09-02-2026 20:42,30,168,259,195,1138,2214,4442,410,375,0,1,Brazil
7671,Alex Miller,70467,8342,1670,95,15-09-2008 14:11,03-06-2025 17:50,25,125,168,24,472,296,5497,175,250,22,1,"St Louis, MO"
892493,drew010,70355,4339,7649,104,12-08-2011 21:25,12-02-2026 20:50,11,144,175,10,1387,2566,5507,819,1825,44,1,"California, USA"
249933,ColinE,70348,6373,1895,336,13-01-2010 15:35,30-11-2025 18:23,16,172,236,76,1458,874,5401,678,850,385,1,"Newcastle upon Tyne, United Kingdom"
2368,Klaim,70348,2813,5462,73,21-08-2008 21:33,27-07-2025 20:32,36,136,190,77,462,742,3254,111,,0,1,France
1331430,Fabrício Matté,70319,5516,1685,832,13-04-2012 11:20,10-02-2021 23:59,27,135,168,30,663,4806,5784,486,500,1285,1,Brazil
74022,Brandon,70318,3940,5153,1447,05-03-2009 01:13,10-02-2026 01:34,32,201,227,107,695,859,5868,323,,0,1,
22459,Ólafur Waage,70312,7709,1138,45,25-09-2008 23:06,24-04-2025 14:20,22,147,199,67,777,364,5709,163,,513,1,"Oslo, Norway"
66549,doug,70298,8561,1369,6,15-02-2009 01:01,02-07-2022 07:48,26,171,201,24,423,266,5699,175,100,1930,1,"New York, NY, USA"
2015579,Richard Hodges,70295,5106,665,76,27-01-2013 13:51,15-01-2026 14:14,8,104,157,37,2196,4370,5826,682,50,706,1,Andorra
207432,Daniel G,70292,2072,1553,6,10-11-2009 01:13,03-04-2024 14:03,7,48,43,0,93,36,6905,47,200,278,1,Florida
208880,Ethan Furman,70279,8649,8551,818,11-11-2009 17:23,09-02-2026 22:47,21,174,251,48,1259,1770,6594,520,2375,1793,1,"Portland, OR"
5457853,Thracian,70245,5800,1425,165,17-10-2015 18:58,14-02-2026 22:21,22,216,409,135,1064,1734,4791,549,5175,2485,1,Thrace
1269567,Bogumił Kamiński,70207,4539,2217,5,14-03-2012 16:33,19-12-2024 19:01,3,96,121,7,1381,1543,5419,995,600,152,1,
2227743,Eric Aya,70193,22215,4075,74471,30-03-2013 18:32,19-01-2026 06:29,36,190,266,19,938,4433,6526,652,475,24,1,France
1620671,Philipp,70162,5245,1274,422,23-08-2012 18:17,14-02-2026 17:15,10,121,159,15,1420,2469,5899,603,100,596,0,
15124,Robert Gould,70157,5298,1474,33,17-09-2008 06:17,01-11-2017 13:22,63,193,275,165,349,642,1998,35,,392,0,Japan
868014,Roman Ryltsov,70157,8378,2209,1052,28-07-2011 17:31,14-02-2026 22:38,6,106,173,0,2292,3722,4833,1208,3150,579,1,"Katowice, Śląskie, Poland"
249281,Sheridan,70142,15581,1137,306,12-01-2010 21:38,14-02-2026 19:15,24,152,193,71,2332,3827,5102,974,250,79,1,"London, United Kingdom"
5619,casademora,70137,2285,375,41,10-09-2008 14:56,09-02-2026 21:28,18,72,79,31,253,187,865,94,350,311,1,"Arizona, United States"
61158,akarnokd,70130,7312,659,2,01-02-2009 09:02,14-02-2026 05:53,14,162,199,50,1398,3335,5064,850,1900,516,1,"Budapest, Hungary"
207661,Shital Shah,70112,6172,3019,37,10-11-2009 09:57,10-04-2025 21:26,22,259,204,40,343,304,6644,31,50,304,1,"Seattle, WA"
6482561,Vladimir Botka,70092,5683,1791,119,18-06-2016 10:02,14-02-2026 08:31,7,45,78,1,3063,1887,4720,1478,,395,1,"Prague, Czechia"
8047,Dan Rosenstark,70025,5704,3507,365,15-09-2008 15:01,29-01-2026 15:53,60,294,429,377,421,3038,2790,74,,999,1,100% Virtual
5731,Marcin Gil,70025,2151,1224,26,11-09-2008 06:21,05-12-2024 08:09,8,63,62,14,143,137,6646,31,,196,1,"Tomaszów, Poland"
1048425,GarethD,70024,3599,3022,225,15-11-2011 20:33,14-02-2026 07:27,11,90,130,5,1862,3678,5295,1103,100,46,1,"Manchester, United Kingdom"
2041092,M.Ali,69958,4996,1641,328,04-02-2013 21:33,28-01-2026 11:30,17,111,133,36,2635,3139,5255,1048,,548,1,"Bolton, United Kingdom"
236465,Diego Torres Milano,69935,5785,280,61,22-12-2009 00:06,14-02-2026 07:41,9,117,145,0,2413,1981,5621,746,100,912,1,
772055,ShankarSangoli,69933,4473,977,28,26-05-2011 21:03,08-07-2021 15:43,13,96,124,10,2594,1871,5626,928,625,58,1,
7666442,AskNilesh,69930,21073,1968,4945,06-03-2017 12:36,11-02-2026 08:40,16,134,171,0,1694,4428,5399,783,2550,2075,1,"Ahmedabad, Gujarat, India"
1512,Redwood,69912,1991,1980,63,16-08-2008 03:17,30-06-2023 18:28,45,131,187,163,89,191,978,38,,,0,California
2057294,skiwi,69859,3004,2331,389,09-02-2013 14:58,25-10-2025 16:01,32,141,225,330,211,1058,4920,63,200,1350,1,Netherlands
84704,Warren  P,69855,10822,3294,601,30-03-2009 16:06,11-02-2026 21:44,42,194,325,252,693,5576,3666,221,700,791,1,"Kelowna, BC, Canada"
30529,Tristan Havelick,69838,1673,293,20,22-10-2008 20:43,25-01-2022 18:38,20,58,65,36,26,31,240,9,,306,1,"Denver, CO"
588071,tmdavison,69834,2313,2046,490,24-01-2011 20:10,10-02-2026 15:54,13,206,183,1,782,1217,6074,551,200,27,1,"London, UK"
